flow_id,source_ip,destination_ip,source_port,destination_port,protocol,tls_version,ja3_fingerprint,flow_duration_ms,packet_count,avg_packet_size,packet_size_std,inter_arrival_time_ms,burstiness_score,bytes_sent,bytes_received,upload_download_ratio,dns_over_https,vpn_usage,tor_usage,failed_connection_attempts,packet_entropy,session_start_hour,weekend_access,label
571,192.168.50.123,111.212.125.72,37747,80,QUIC,TLS1.3,ja3_1,411.88,45,556.63,175.89,20.63,0.44,11972,31598,0.379,1,0,0,0,4.72,13,0,Allowed
572,192.168.87.181,35.231.114.168,38828,80,Tor,TLS1.2,ja3_10,306.75,81,672.31,86.9,27.19,0.227,31633,38895,0.813,0,0,0,0,4.535,11,1,Allowed
573,172.28.160.159,207.44.35.104,51797,9050,TLS,TLS1.3,ja3_20,771.22,351,952.3,77.63,11.49,0.78,183404,205292,0.893,1,1,1,3,6.843,9,1,Restricted
574,192.168.232.60,196.54.3.31,57926,853,Tor,TLS1.3,ja3_14,702.69,435,793.68,41.43,13.66,0.717,255294,452595,0.564,1,0,1,6,8.138,20,1,Restricted
575,172.16.242.164,219.139.154.81,6208,853,QUIC,TLS1.2,ja3_11,1001.67,596,1364.45,177.25,7.63,0.761,334815,890045,0.376,1,1,0,5,7.154,10,1,Suspicious
576,10.226.57.23,207.175.49.45,18800,9050,QUIC,TLS1.3,ja3_14,502.51,594,1201.47,159.31,14.51,0.633,418693,458298,0.914,1,1,1,4,6.91,5,0,Restricted
577,192.168.236.84,108.82.190.196,48719,853,Tor,TLS1.3,ja3_3,1163.8,652,1206.71,103.28,17.34,0.915,404805,627823,0.645,1,1,0,12,7.376,6,0,Suspicious
578,192.168.8.228,200.162.249.232,5204,9050,VPN,TLS1.2,ja3_1,427.87,142,657.55,145.67,32.76,0.275,56702,58826,0.964,0,0,0,2,4.814,12,0,Allowed
579,10.196.108.198,98.77.95.50,6549,9050,QUIC,TLS1.2,ja3_8,281.08,158,612.99,138.4,25.78,0.303,41254,94196,0.438,0,0,0,0,4.447,23,1,Allowed
580,10.139.152.15,217.75.39.242,9627,80,HTTPS,TLS1.2,ja3_2,304.91,72,535.13,200.72,15.4,0.482,28206,43584,0.647,0,0,0,2,3.583,21,1,Allowed
581,192.168.133.203,205.193.224.152,57662,9050,DoH,TLS1.3,ja3_18,1042.62,821,1176.27,130.3,7.43,0.869,582659,1345697,0.433,1,1,1,13,8.251,14,0,Suspicious
582,10.83.238.145,42.163.24.176,39744,80,DoH,TLS1.3,ja3_17,1049.05,603,1211.33,157.49,6.44,1.0,373364,729373,0.512,1,1,0,8,7.336,20,1,Suspicious
583,192.168.254.37,196.36.162.192,36391,853,TLS,TLS1.3,ja3_10,841.37,565,1000.37,145.92,2.28,0.884,319621,474435,0.674,1,1,1,6,8.216,11,1,Suspicious
584,10.237.171.51,202.67.43.199,1715,443,VPN,TLS1.2,ja3_12,273.18,179,487.06,73.06,29.01,0.254,61897,103591,0.598,1,0,0,2,3.929,9,1,Allowed
585,172.28.105.46,174.196.158.211,63083,9050,QUIC,TLS1.2,ja3_14,557.31,545,834.65,151.13,15.37,0.793,214864,540315,0.398,1,1,1,3,6.296,9,0,Restricted
586,172.17.33.65,171.225.216.33,13382,9050,VPN,TLS1.3,ja3_13,530.77,386,893.8,124.76,5.31,0.719,258639,402397,0.643,1,1,1,6,6.726,7,0,Restricted
587,192.168.254.232,187.235.18.241,55315,9050,HTTPS,TLS1.3,ja3_3,709.03,303,801.34,121.44,15.41,0.59,138980,201658,0.689,1,1,1,7,7.229,13,0,Restricted
588,10.11.213.96,129.77.149.120,19680,80,QUIC,TLS1.3,ja3_7,538.64,411,845.39,146.65,12.5,0.953,187249,282197,0.664,1,1,1,3,6.992,2,0,Restricted
589,192.168.139.34,114.74.141.124,42763,9050,VPN,TLS1.3,ja3_9,268.38,101,575.05,153.95,25.78,0.365,44931,70455,0.638,0,0,0,1,3.9,22,1,Allowed
590,172.18.185.73,144.255.242.158,10995,443,VPN,TLS1.2,ja3_6,400.14,184,632.3,145.89,28.01,0.32,51985,118966,0.437,0,0,0,1,4.239,3,1,Allowed
591,192.168.140.187,204.182.27.235,48675,443,HTTPS,TLS1.2,ja3_5,295.4,210,569.74,58.63,19.03,0.487,68167,140194,0.486,1,0,0,2,4.033,0,1,Allowed
592,10.71.163.75,103.110.43.139,21443,9050,QUIC,TLS1.3,ja3_2,273.99,64,423.41,87.2,29.9,0.19,12413,27625,0.449,1,0,0,0,3.982,10,0,Allowed
593,192.168.189.201,158.143.182.99,4696,1194,DoH,TLS1.2,ja3_18,926.93,934,1115.29,123.42,9.31,0.857,562038,1394329,0.403,1,1,0,8,7.668,15,0,Suspicious
594,192.168.42.73,221.233.166.85,54583,9050,TLS,TLS1.2,ja3_8,264.43,114,578.27,100.47,23.34,0.329,38807,90171,0.43,1,0,0,2,4.696,12,1,Allowed
595,10.217.4.191,141.253.218.185,14077,9050,Tor,TLS1.2,ja3_17,382.71,233,600.54,105.74,26.64,0.374,68988,96884,0.712,0,0,0,2,4.652,21,0,Allowed
596,172.30.141.31,176.173.128.243,62379,1194,HTTPS,TLS1.2,ja3_18,202.23,152,462.18,134.69,20.9,0.242,43807,61056,0.717,1,0,0,1,4.2,16,0,Allowed
597,10.215.11.195,168.126.205.62,14047,1194,TLS,TLS1.2,ja3_4,285.27,232,582.6,80.44,25.1,0.385,82277,144424,0.57,1,0,0,1,4.806,7,1,Allowed
598,10.113.130.11,53.150.26.94,53085,1194,VPN,TLS1.2,ja3_13,219.21,45,479.49,140.12,33.42,0.221,14646,22614,0.648,0,0,0,2,3.923,7,0,Allowed
599,172.17.107.9,202.212.109.190,46139,80,HTTPS,TLS1.3,ja3_3,982.81,739,904.76,127.93,2.44,0.84,368069,896261,0.411,1,1,1,12,7.808,7,0,Suspicious
600,192.168.204.170,206.207.225.136,62028,443,TLS,TLS1.3,ja3_5,249.17,116,719.76,118.55,25.24,0.069,59797,80417,0.744,1,0,0,0,4.242,22,0,Allowed
601,192.168.7.185,188.44.227.92,21781,80,Tor,TLS1.3,ja3_15,273.54,210,478.78,102.14,15.87,0.335,63607,103236,0.616,0,0,0,2,4.51,23,0,Allowed
602,172.26.34.46,82.240.195.155,24496,853,QUIC,TLS1.2,ja3_16,360.27,139,413.27,100.0,32.38,0.308,44497,48636,0.915,1,0,0,1,4.894,22,1,Allowed
603,10.141.224.87,78.185.145.118,13461,80,HTTPS,TLS1.3,ja3_11,653.69,250,936.04,38.47,14.02,0.729,122218,238596,0.512,1,1,1,3,6.797,23,1,Restricted
604,192.168.170.69,106.117.215.19,5537,80,HTTPS,TLS1.3,ja3_10,267.26,75,644.55,176.31,28.85,0.271,22012,54751,0.402,0,0,0,1,4.108,8,1,Allowed
605,192.168.123.14,2.23.138.254,49104,853,TLS,TLS1.3,ja3_20,254.14,169,726.99,67.29,27.35,0.354,86315,151771,0.569,1,0,0,2,4.065,7,1,Allowed
606,10.189.133.20,79.42.167.51,13467,80,Tor,TLS1.3,ja3_18,549.6,256,997.21,141.17,11.95,0.64,189827,171300,1.108,1,1,1,6,6.376,4,1,Restricted
607,10.162.108.49,182.99.210.26,8263,443,VPN,TLS1.2,ja3_2,204.95,133,517.93,122.51,29.89,0.256,31272,57652,0.542,1,0,0,1,3.862,4,0,Allowed
608,10.143.115.119,24.208.87.160,8039,9050,HTTPS,TLS1.2,ja3_2,817.43,795,855.95,112.7,14.07,0.95,474822,491023,0.967,1,1,0,11,7.41,18,1,Suspicious
609,172.23.206.93,53.189.88.61,4240,1194,HTTPS,TLS1.2,ja3_1,489.7,225,863.72,145.34,8.52,0.639,81111,157184,0.516,1,1,1,6,7.294,6,1,Restricted
610,10.219.69.173,121.96.10.74,31698,443,QUIC,TLS1.3,ja3_12,1009.77,537,1152.76,47.21,9.57,0.851,443261,479271,0.925,1,1,0,5,7.612,22,0,Suspicious
611,172.25.188.241,176.61.4.236,35693,443,Tor,TLS1.2,ja3_10,1124.38,505,1254.03,64.05,9.8,0.98,327967,669365,0.49,1,1,1,7,8.008,2,0,Suspicious
612,192.168.4.179,135.98.26.168,7657,853,VPN,TLS1.3,ja3_7,783.2,755,996.96,149.11,12.18,0.819,369524,655899,0.563,1,1,0,5,6.866,6,0,Suspicious
613,172.16.149.220,217.57.105.15,37620,80,DoH,TLS1.2,ja3_19,707.08,438,610.44,91.94,11.66,0.657,131626,222711,0.591,1,0,1,3,6.869,11,1,Restricted
614,172.22.161.146,212.2.36.76,58880,443,HTTPS,TLS1.2,ja3_18,785.56,438,872.76,125.49,16.93,0.619,223188,297742,0.75,1,1,1,7,7.075,12,1,Restricted
615,192.168.224.8,220.251.187.224,62203,1194,QUIC,TLS1.3,ja3_12,515.29,257,880.63,113.61,14.16,0.722,100780,239029,0.422,1,1,1,3,6.521,13,1,Restricted
616,10.82.88.164,219.179.236.1,40896,853,VPN,TLS1.2,ja3_13,1362.51,967,1089.26,138.86,11.39,0.721,421928,1010833,0.417,1,1,1,10,7.451,17,1,Suspicious
617,172.21.221.109,114.51.34.30,30351,9050,TLS,TLS1.2,ja3_10,477.92,203,570.49,177.32,32.16,0.238,57084,151136,0.378,1,0,0,1,3.951,19,0,Allowed
618,192.168.141.15,19.243.62.104,1454,1194,HTTPS,TLS1.2,ja3_11,445.77,300,825.52,100.35,10.68,0.734,143979,344596,0.418,1,1,1,6,7.366,0,1,Restricted
619,10.31.238.108,204.19.156.242,7203,443,DoH,TLS1.3,ja3_5,777.43,742,1076.21,66.22,6.54,0.9,619266,993457,0.623,1,1,0,8,6.009,4,1,Suspicious
620,10.147.189.8,203.155.157.189,16293,1194,QUIC,TLS1.2,ja3_19,325.52,54,563.41,96.67,31.97,0.257,15644,41659,0.376,0,0,0,0,4.647,12,0,Allowed
621,10.215.33.113,3.191.144.168,52987,9050,HTTPS,TLS1.3,ja3_19,476.76,516,837.15,167.94,10.83,0.631,247648,535536,0.462,1,1,1,5,7.017,3,1,Restricted
622,172.26.39.4,88.150.241.23,6167,443,QUIC,TLS1.3,ja3_14,384.12,169,510.89,139.93,34.53,0.201,39056,68075,0.574,1,0,0,0,3.637,13,0,Allowed
623,10.80.182.123,209.229.128.145,50023,80,TLS,TLS1.3,ja3_2,1009.57,1105,1076.44,100.5,13.56,0.886,722056,832091,0.868,1,1,0,10,7.81,9,0,Suspicious
624,10.222.68.6,203.184.130.157,22443,80,Tor,TLS1.2,ja3_5,268.0,162,523.41,83.95,31.26,0.337,56656,70468,0.804,0,0,0,0,4.106,1,1,Allowed
625,10.168.130.236,219.39.116.209,15578,9050,QUIC,TLS1.3,ja3_5,1070.72,1158,1357.6,103.37,12.83,0.927,911095,1696624,0.537,1,1,0,13,8.231,4,1,Suspicious
626,10.235.45.80,187.52.211.135,36947,9050,QUIC,TLS1.2,ja3_13,148.58,52,637.37,130.9,16.14,0.337,17432,28009,0.622,0,0,0,2,4.075,16,1,Allowed
627,192.168.153.75,157.113.110.215,50964,853,DoH,TLS1.2,ja3_16,625.37,429,853.18,159.15,9.24,0.862,174384,444710,0.392,1,0,1,4,6.798,12,0,Restricted
628,10.129.92.144,8.87.232.202,16904,443,QUIC,TLS1.3,ja3_11,642.61,530,987.82,163.02,8.92,0.637,305871,691396,0.442,1,0,1,5,6.582,21,0,Restricted
629,10.153.17.51,74.202.32.160,28781,1194,QUIC,TLS1.2,ja3_11,314.92,249,535.79,111.68,28.94,0.377,75872,104564,0.726,1,0,0,1,4.19,11,0,Allowed
630,10.105.251.54,205.30.25.71,23943,80,DoH,TLS1.2,ja3_15,675.02,309,768.58,140.99,15.17,0.742,111408,214572,0.519,1,0,1,7,7.144,1,0,Restricted
631,10.87.255.228,145.115.79.190,11247,443,TLS,TLS1.2,ja3_8,325.6,107,567.22,70.76,29.6,0.354,37615,68275,0.551,1,0,0,2,4.131,19,0,Allowed
632,172.24.134.89,13.103.62.70,1924,1194,Tor,TLS1.2,ja3_10,872.21,674,878.9,89.87,5.61,0.905,249619,566643,0.441,1,1,1,14,8.012,14,1,Suspicious
633,10.181.60.62,3.230.240.143,49521,80,HTTPS,TLS1.2,ja3_18,323.48,164,557.39,128.73,21.4,0.41,36736,60140,0.611,0,0,0,0,3.887,16,1,Allowed
634,192.168.92.199,8.101.47.192,46576,443,DoH,TLS1.2,ja3_9,688.3,443,964.93,112.97,10.58,0.745,172198,536687,0.321,1,0,1,4,6.696,5,0,Restricted
635,192.168.166.144,89.56.198.220,4502,9050,Tor,TLS1.2,ja3_3,138.99,69,599.58,123.48,12.21,0.395,32330,46074,0.702,1,0,0,2,4.718,12,1,Allowed
636,172.27.113.110,93.16.227.95,57665,443,TLS,TLS1.3,ja3_13,666.48,448,828.85,93.52,10.46,0.659,229719,352328,0.652,1,1,1,6,7.409,7,1,Restricted
637,172.26.93.137,214.191.185.179,60260,1194,DoH,TLS1.2,ja3_6,685.47,542,970.31,130.12,14.13,0.717,394939,332493,1.188,1,0,1,3,6.447,6,1,Restricted
638,10.106.24.212,158.189.102.234,3629,853,VPN,TLS1.3,ja3_11,622.75,469,849.43,115.04,16.71,0.734,302177,367942,0.821,1,0,1,3,7.162,15,1,Restricted
639,192.168.155.115,31.134.60.34,23750,1194,QUIC,TLS1.3,ja3_8,703.0,270,1081.85,105.38,10.43,0.645,197461,265736,0.743,1,0,1,3,7.266,16,1,Restricted
640,172.22.143.36,122.69.206.203,58608,9050,TLS,TLS1.3,ja3_8,1035.62,566,1250.02,98.49,6.63,0.874,454692,825878,0.551,1,1,1,9,7.461,4,1,Suspicious
641,192.168.156.112,142.192.83.29,6777,9050,VPN,TLS1.2,ja3_14,983.06,1020,1064.57,165.53,9.03,0.78,467486,1288006,0.363,1,1,0,7,8.349,7,0,Suspicious
642,192.168.175.165,139.45.95.144,60644,80,QUIC,TLS1.3,ja3_18,270.78,102,610.65,61.51,16.96,0.389,41448,76436,0.542,1,0,0,1,4.13,4,0,Allowed
643,10.177.50.171,144.183.34.242,57554,853,QUIC,TLS1.2,ja3_14,602.9,527,1064.04,131.13,7.27,0.845,410340,472230,0.869,1,0,1,3,6.704,4,0,Restricted
644,172.27.232.235,207.17.131.218,13091,1194,HTTPS,TLS1.2,ja3_11,331.86,225,410.2,111.17,23.51,0.38,53905,56497,0.954,0,0,0,1,4.153,13,1,Allowed
645,192.168.121.132,169.118.211.216,10982,853,TLS,TLS1.2,ja3_6,299.78,66,509.81,101.34,14.72,0.237,25901,34232,0.757,1,0,0,2,5.249,0,1,Allowed
646,10.102.147.152,219.37.210.61,40107,853,HTTPS,TLS1.2,ja3_12,912.62,351,882.53,111.82,12.1,0.642,197028,315755,0.624,1,0,1,7,6.395,2,1,Restricted
647,172.17.91.83,196.91.124.192,47686,1194,HTTPS,TLS1.3,ja3_16,389.99,249,549.41,59.0,26.21,0.276,90521,112225,0.807,1,0,0,2,4.994,15,0,Allowed
648,10.253.156.44,171.66.132.45,3136,9050,TLS,TLS1.3,ja3_14,282.89,197,502.68,153.96,19.15,0.468,48010,67742,0.709,0,0,0,1,4.111,7,0,Allowed
649,10.62.76.113,205.212.133.255,12628,9050,VPN,TLS1.3,ja3_11,682.41,367,812.74,106.6,13.93,0.633,183025,388821,0.471,1,0,1,3,7.409,14,0,Restricted
650,192.168.135.200,168.166.130.249,40865,9050,Tor,TLS1.3,ja3_13,342.53,129,509.12,95.84,9.68,0.287,40827,67102,0.608,0,0,0,1,4.037,19,0,Allowed
651,172.24.239.119,185.219.126.67,30967,443,HTTPS,TLS1.3,ja3_2,668.17,575,967.14,130.45,16.72,0.954,420682,558621,0.753,1,1,1,4,6.598,17,1,Restricted
652,192.168.8.180,2.153.195.12,13466,1194,DoH,TLS1.3,ja3_10,611.66,277,877.6,139.0,10.05,0.579,146686,207789,0.706,1,0,1,7,7.29,9,1,Restricted
653,192.168.33.22,210.65.21.92,41206,443,Tor,TLS1.2,ja3_15,415.82,112,476.06,152.85,31.03,0.281,34359,58616,0.586,1,0,0,1,4.265,20,1,Allowed
654,192.168.231.36,200.151.77.41,12805,80,Tor,TLS1.2,ja3_13,278.03,161,580.18,150.56,21.75,0.339,40981,91619,0.447,0,0,0,2,4.065,13,1,Allowed
655,10.50.139.100,202.216.128.38,30756,80,Tor,TLS1.2,ja3_15,287.57,192,550.59,50.56,16.13,0.261,81281,113541,0.716,0,0,0,0,3.482,2,1,Allowed
656,192.168.95.248,198.84.149.178,48103,443,TLS,TLS1.2,ja3_15,363.72,142,553.08,147.86,10.67,0.394,59267,63648,0.931,0,0,0,0,5.235,20,1,Allowed
657,172.26.175.151,95.15.180.245,48660,80,VPN,TLS1.2,ja3_13,304.53,117,534.75,80.77,15.87,0.372,47927,52222,0.918,1,0,0,2,3.747,17,1,Allowed
658,172.31.162.60,126.252.188.96,60809,1194,VPN,TLS1.2,ja3_6,198.55,87,321.52,114.11,22.4,0.263,11986,35899,0.334,0,0,0,2,4.946,4,0,Allowed
659,192.168.26.82,96.215.97.232,28521,1194,QUIC,TLS1.3,ja3_10,602.01,541,872.86,93.92,12.77,0.703,237086,607635,0.39,1,0,1,7,6.893,20,0,Restricted
660,192.168.88.209,87.57.40.94,63966,853,TLS,TLS1.3,ja3_1,252.73,112,727.99,117.38,33.91,0.361,61562,72915,0.844,0,0,0,0,3.229,14,1,Allowed
661,192.168.69.10,110.147.213.198,40868,9050,HTTPS,TLS1.2,ja3_19,915.66,1066,1165.3,83.73,5.62,0.89,907040,800978,1.132,1,1,0,6,7.468,21,1,Suspicious
662,172.16.209.63,202.71.155.197,6227,80,VPN,TLS1.2,ja3_8,282.59,178,771.0,133.45,15.68,0.26,72498,142984,0.507,1,0,0,0,3.728,17,1,Allowed
663,172.17.189.96,141.201.33.74,4229,853,HTTPS,TLS1.2,ja3_12,790.06,492,856.61,91.1,18.89,0.623,200862,383096,0.524,1,0,1,7,6.758,1,0,Restricted
664,172.25.56.157,218.14.221.39,22723,443,TLS,TLS1.2,ja3_14,937.69,459,768.76,100.37,7.31,0.861,248921,491914,0.506,1,1,1,6,7.774,5,0,Suspicious
665,172.23.116.97,57.119.236.228,64350,9050,Tor,TLS1.3,ja3_2,437.71,255,858.94,132.84,12.58,0.83,161422,257995,0.626,1,0,1,3,7.044,2,1,Restricted
666,10.237.27.160,219.19.5.229,54780,443,DoH,TLS1.2,ja3_10,341.14,149,450.42,161.63,24.84,0.118,34219,87930,0.389,1,0,0,1,4.095,15,0,Allowed
667,192.168.83.70,167.95.200.63,22599,80,DoH,TLS1.2,ja3_7,253.08,164,508.51,113.49,30.12,0.302,65802,90522,0.727,1,0,0,2,4.458,19,0,Allowed
668,192.168.18.167,195.147.212.76,32721,80,Tor,TLS1.3,ja3_14,451.07,133,521.55,114.25,20.48,0.271,50315,82840,0.607,0,0,0,1,4.449,19,1,Allowed
669,172.27.142.145,41.184.56.27,61782,853,VPN,TLS1.3,ja3_17,302.35,221,455.44,79.46,29.35,0.313,68196,99792,0.683,1,0,0,0,3.76,23,1,Allowed
670,192.168.244.36,181.127.114.92,58935,80,HTTPS,TLS1.3,ja3_7,324.17,85,410.22,171.73,25.57,0.17,14536,34765,0.418,0,0,0,2,2.947,0,0,Allowed
671,10.96.157.21,161.69.244.186,49354,853,VPN,TLS1.3,ja3_14,208.83,105,449.47,176.17,26.01,0.33,27941,42407,0.659,0,0,0,0,4.548,1,1,Allowed
672,10.242.49.181,222.161.90.166,1764,853,Tor,TLS1.3,ja3_9,163.17,120,766.24,97.01,23.62,0.388,39674,93958,0.422,0,0,0,2,4.921,2,1,Allowed
673,172.28.117.243,73.253.20.104,51292,443,TLS,TLS1.3,ja3_11,302.7,217,674.65,129.4,14.77,0.289,94804,120971,0.784,1,0,0,1,3.779,12,0,Allowed
674,172.17.121.77,217.162.91.240,22684,1194,Tor,TLS1.3,ja3_16,956.46,961,1295.35,143.31,5.33,0.961,809631,896822,0.903,1,1,0,9,8.829,1,0,Suspicious
675,10.236.63.134,214.172.79.84,59485,80,QUIC,TLS1.3,ja3_14,183.47,94,587.69,185.3,5.22,0.332,29959,55955,0.535,1,0,0,2,5.511,23,0,Allowed
676,10.151.187.172,162.86.125.201,38048,1194,VPN,TLS1.2,ja3_7,943.76,631,1262.88,103.54,4.62,0.817,460232,597988,0.77,1,1,1,5,8.176,18,1,Suspicious
677,192.168.176.26,221.53.89.77,5363,853,QUIC,TLS1.2,ja3_11,779.88,383,805.53,75.96,13.65,0.83,210161,238453,0.881,1,1,1,6,8.039,12,0,Restricted
678,10.101.118.20,196.228.237.108,13304,80,TLS,TLS1.3,ja3_11,571.14,299,872.19,95.58,6.85,0.738,117604,289839,0.406,1,1,1,5,7.141,22,0,Restricted
679,172.30.191.18,207.22.207.140,33598,853,QUIC,TLS1.3,ja3_10,327.98,65,441.2,107.82,32.37,0.339,16485,23352,0.706,0,0,0,2,5.084,6,1,Allowed
680,172.26.108.213,84.253.136.225,52466,443,HTTPS,TLS1.2,ja3_15,263.4,83,628.52,123.86,26.65,0.189,28659,47306,0.606,1,0,0,2,3.959,16,0,Allowed
681,192.168.53.52,181.118.192.154,13489,1194,DoH,TLS1.3,ja3_11,499.06,230,945.1,82.34,16.03,0.543,131531,199678,0.659,1,0,1,7,7.433,4,0,Restricted
682,192.168.63.49,2.26.78.219,14471,443,DoH,TLS1.3,ja3_17,829.34,1020,1413.74,127.39,7.89,0.691,809629,1648115,0.491,1,1,0,6,7.463,3,0,Suspicious
683,172.26.46.107,223.143.6.58,46050,80,TLS,TLS1.3,ja3_15,167.82,69,590.46,83.59,24.48,0.401,20724,31378,0.66,0,0,0,2,4.403,1,0,Allowed
684,172.22.95.25,108.239.4.50,2497,80,QUIC,TLS1.2,ja3_11,727.29,459,908.76,122.87,22.03,0.717,209164,545172,0.384,1,1,1,7,5.972,6,0,Restricted
685,172.27.231.29,114.144.171.161,51669,9050,Tor,TLS1.2,ja3_9,294.56,70,445.11,174.91,26.54,0.297,16018,24657,0.65,1,0,0,2,3.429,4,0,Allowed
686,192.168.175.144,196.58.135.12,63827,80,VPN,TLS1.2,ja3_7,354.71,191,558.23,151.01,11.12,0.434,78728,100438,0.784,0,0,0,1,4.421,17,1,Allowed
687,172.30.35.134,212.113.29.85,10301,1194,VPN,TLS1.2,ja3_6,709.15,366,825.71,149.18,6.16,0.676,144547,381207,0.379,1,1,1,3,7.093,2,1,Restricted
688,10.10.106.203,12.219.188.99,36451,9050,TLS,TLS1.2,ja3_1,734.37,586,847.15,101.53,15.37,0.733,219473,525293,0.418,1,1,1,6,7.179,15,0,Restricted
689,10.153.125.177,138.92.55.115,6667,9050,DoH,TLS1.2,ja3_20,302.79,125,643.41,71.86,25.01,0.167,50624,101114,0.501,0,0,0,0,4.305,18,1,Allowed
690,172.29.213.98,12.108.189.16,22803,853,Tor,TLS1.2,ja3_15,636.96,383,907.89,106.76,10.86,0.568,159687,416238,0.384,1,1,1,7,6.616,18,0,Restricted
691,172.28.31.197,72.165.225.90,7398,9050,QUIC,TLS1.3,ja3_16,307.54,84,682.26,83.73,28.74,0.319,32493,67886,0.479,1,0,0,2,4.443,7,0,Allowed
692,172.31.30.30,156.68.240.19,60849,1194,DoH,TLS1.2,ja3_11,308.88,175,486.23,124.84,25.25,0.335,34437,118951,0.29,1,0,0,2,4.003,10,1,Allowed
693,10.53.23.188,79.213.204.127,32175,443,QUIC,TLS1.3,ja3_15,334.86,77,625.1,139.52,17.66,0.325,34766,52079,0.668,0,0,0,0,3.582,5,1,Allowed
694,172.17.153.84,216.214.88.225,34312,443,DoH,TLS1.2,ja3_11,593.22,428,964.06,125.11,10.65,0.69,325342,392161,0.83,1,0,1,6,7.492,17,0,Restricted
695,192.168.7.73,219.128.67.229,27291,80,DoH,TLS1.2,ja3_20,525.46,592,919.96,171.73,16.38,0.748,313794,719407,0.436,1,1,1,3,6.655,7,0,Restricted
696,192.168.249.245,218.127.13.77,5353,1194,HTTPS,TLS1.3,ja3_14,929.22,537,1088.69,82.99,12.98,0.719,339088,506374,0.67,1,1,1,7,8.284,18,1,Suspicious
697,10.229.158.63,131.125.14.78,12367,443,Tor,TLS1.3,ja3_4,887.61,575,736.61,113.84,10.3,0.75,172817,555855,0.311,1,0,1,6,6.644,18,1,Restricted
698,192.168.177.56,9.191.239.213,54896,9050,HTTPS,TLS1.3,ja3_13,277.69,162,654.52,191.86,26.74,0.258,78461,125219,0.627,0,0,0,0,4.458,2,0,Allowed
699,10.229.19.90,43.35.158.39,22481,9050,Tor,TLS1.2,ja3_3,815.26,599,851.19,155.7,15.32,0.813,288615,617903,0.467,1,1,1,5,6.514,6,0,Restricted
700,172.25.118.160,217.217.45.233,50639,853,Tor,TLS1.2,ja3_15,1317.78,631,1021.36,141.12,5.12,0.91,448457,644085,0.696,1,1,0,5,7.811,17,1,Suspicious
701,172.18.36.224,157.55.120.141,13847,853,Tor,TLS1.3,ja3_10,346.12,182,488.26,67.2,21.81,0.417,40053,86156,0.465,1,0,0,0,4.602,18,1,Allowed
702,192.168.57.165,189.81.237.196,48065,1194,TLS,TLS1.2,ja3_20,909.91,877,1235.63,103.33,4.98,0.995,666389,1379077,0.483,1,1,1,11,8.08,16,1,Suspicious
703,10.71.252.64,212.23.105.101,5114,1194,VPN,TLS1.2,ja3_1,979.33,764,1085.73,91.92,7.0,0.825,544077,533988,1.019,1,1,1,9,7.026,22,1,Suspicious
704,10.251.83.218,211.203.5.72,57757,443,HTTPS,TLS1.3,ja3_19,356.27,146,452.9,115.72,22.91,0.313,47781,49177,0.972,1,0,0,1,3.724,12,1,Allowed
705,192.168.87.188,216.250.106.157,26030,9050,VPN,TLS1.2,ja3_6,579.46,311,888.74,128.07,13.8,0.784,185097,195350,0.948,1,1,1,7,6.858,15,0,Restricted
706,10.132.144.8,175.249.17.52,56292,1194,DoH,TLS1.2,ja3_10,177.22,100,474.68,104.14,12.46,0.405,31702,64989,0.488,1,0,0,2,4.087,21,0,Allowed
707,10.62.89.78,34.131.254.24,43516,443,HTTPS,TLS1.3,ja3_14,393.74,71,646.19,172.43,37.45,0.355,32811,58373,0.562,0,0,0,0,4.261,4,0,Allowed
708,192.168.143.87,193.42.26.37,57394,9050,Tor,TLS1.3,ja3_20,206.28,241,442.88,76.58,32.38,0.392,57253,132631,0.432,1,0,0,0,4.152,5,1,Allowed
709,172.19.24.175,203.131.91.28,26236,1194,HTTPS,TLS1.2,ja3_14,484.45,206,904.38,151.36,15.82,0.652,110978,162744,0.682,1,1,1,3,6.982,19,0,Restricted
710,192.168.113.160,139.164.76.85,47694,80,QUIC,TLS1.3,ja3_18,531.82,343,1032.76,139.9,20.84,0.664,255144,341164,0.748,1,0,1,5,6.427,18,1,Restricted
711,10.10.85.208,129.5.166.68,38258,9050,Tor,TLS1.3,ja3_4,181.41,140,452.65,106.84,31.85,0.303,40218,69676,0.577,0,0,0,2,3.374,18,1,Allowed
712,172.27.136.43,120.242.200.128,10335,80,QUIC,TLS1.3,ja3_17,1184.3,644,1014.41,98.59,8.61,0.887,484664,877787,0.552,1,1,0,6,7.867,2,0,Suspicious
713,10.155.31.37,26.101.138.53,45855,80,VPN,TLS1.3,ja3_20,466.27,170,529.19,132.68,17.19,0.182,57781,103771,0.557,0,0,0,1,3.361,1,1,Allowed
714,10.252.120.29,187.56.187.33,31751,9050,VPN,TLS1.3,ja3_19,697.0,404,996.42,91.99,10.78,0.527,259974,509521,0.51,1,0,1,5,7.781,23,1,Restricted
715,10.195.211.21,73.234.242.134,19977,853,TLS,TLS1.3,ja3_19,82.99,151,466.83,114.77,24.9,0.379,39697,79595,0.499,1,0,0,2,4.535,8,0,Allowed
716,172.22.192.85,206.219.37.93,38566,443,Tor,TLS1.3,ja3_20,498.35,334,877.28,72.03,15.83,0.512,187493,357824,0.524,1,0,1,6,7.576,0,1,Restricted
