,_id,inter_api_access_duration(sec),api_access_uniqueness,sequence_length(count),vsession_duration(min),ip_type,num_sessions,num_users,num_unique_apis,behavior,behavior_type
7691,f072d48e-29df-3be5-96df-c623e38f23a8,1.058111111,0.611111111,18,1143,default,1,1,11,outlier,outlier
7692,f35523dd-79e1-3625-a6d2-969abe0b61b8,0.157785714,0.785714286,14,133,default,1,1,11,outlier,outlier
7693,f3f44506-7a60-384b-aa03-08d05a02b455,0.003,0.571428571,7,2,default,7,1,4,outlier,outlier
7694,f5e50db5-cb7e-371a-b629-0634b5f780d3,4.885604167,0.625,24,7036,default,2,1,15,outlier,outlier
7695,f777d53a-195b-3d74-b134-ec3e4280de88,101.6249737,0.263157895,9.5,115853,default,2,2,5,BingPreview/1.0b;Mobile Safari,bot
7696,f8c387df-3b89-30c5-9e88-82eaf1acf880,76.304875,0.6875,16,73253,default,1,1,11,outlier,outlier
7697,fb7185f7-0e4d-3ee4-b63e-c7d941922d44,23.04655556,0.666666667,9,12446,default,1,1,6,outlier,outlier
7698,fe46f78d-c6d0-3a16-a2ae-92b9aac88cae,2.172198068,0.22705314,207,26979,default,1,1,47,outlier,outlier
7699,fed6bc64-6320-3046-a269-77287ec5712f,100.9793333,1,3,18177,default,1,1,3,outlier,outlier
7700,09d771cb-1b5e-361b-8b4d-63001d1250ec,4.914833333,0.306666667,75,22117,default,1,1,23,outlier,outlier
7701,0b9a3a56-3aec-3270-bcd3-6dab54c10afa,50.36432258,0.677419355,31,93678,default,1,1,21,outlier,outlier
7702,0e8d74dc-451c-36b0-bab7-12b140b346b5,2.217333333,0.511111111,45,5987,default,1,1,23,outlier,outlier
7703,12577abc-5910-3fad-abe1-5281ebb23823,2.423883621,0.163793103,116,16871,default,1,1,19,outlier,outlier
7704,16671aa7-c604-356f-b48f-191793493610,22.03066667,0.466666667,75,99138,private_ip,1,1,35,outlier,outlier
7705,1801b7c7-3dbf-350b-ab73-f4795092b485,6.360723077,0.292307692,195,74421,default,1,1,57,outlier,outlier
7706,180b49c5-f649-30bd-958a-31b917bbf6ac,12.45955,0.025,200,149515,default,1,1,5,outlier,outlier
7707,1a87f6a5-4d56-39ee-9cca-05b6cf3c914b,0.04875,0.5,4,12,default,1,1,2,outlier,outlier
7708,1b83246f-c2f9-3986-a376-5c6483274cb4,3.182916667,0.583333333,12,2292,default,1,1,7,outlier,outlier
7709,214e64c6-49b7-3bd8-b4d6-dda300f6dbcf,0.00201105,0.028314917,1448,175,default,57,1,41,outlier,outlier
7710,238d5789-dc77-399f-a579-1cde5d204d00,15.878,0.75,4,3811,default,1,1,3,outlier,outlier
7711,25108505-8573-38d1-816e-257699e30489,0.0032,0.8,5,1,default,7,1,4,outlier,outlier
7712,28aedfcb-5b86-3f08-8e81-442a8a72a092,0.079333333,1,3,15,default,1,1,3,outlier,outlier
7713,2bb35f37-05fd-3d6e-af8c-660c4e9203d8,2.542164384,0.198630137,146,22270,default,1,1,29,outlier,outlier
7714,31ce5ced-c8c1-378b-9091-bbd1cc3c7282,5.65195122,0.341463415,41,13904,default,1,1,14,outlier,outlier
7715,358ff2fa-907f-3168-be4b-4a931ac653b1,6.452905858,0.158995816,239,92535,default,1,1,38,outlier,outlier
7716,3d8fdb00-9b84-3f87-b850-f625dddb65ec,0.0245,1,2,3,default,1,1,2,Sogou web spider/4.0;unknown,bot
7717,432d9125-24ff-3cfe-b47f-092e6cfb8e32,5.123833333,0.027777778,36,11068,default,1,1,1,outlier,outlier
7718,46764d9e-b551-38d0-bada-c875acb8c46f,0.955454545,0.636363636,11,631,default,1,1,7,outlier,outlier
7719,46c98ac3-e02e-3886-ac32-6e480c888270,0.38,1,7,160,default,1,1,7,outlier,outlier
7720,4a8e0afd-e3de-32da-8e98-2ef8256f8255,20.0158,1,5,6005,default,1,1,5,outlier,outlier
7721,4cb90afc-a3cf-30c2-8a57-e06cb71a5eeb,3.018131429,0.091428571,175,31691,default,1,1,16,outlier,outlier
7722,4e931213-e9ce-33e3-8ac5-556a56c327c9,0.56629125,0.000833333,1200,40773,default,1,1,1,outlier,outlier
7723,4ed4debc-61a3-309e-b8f0-65b8eaad0d5b,115.7949375,0.625,16,111164,default,1,1,10,outlier,outlier
7724,545410ae-ebbd-33b1-9c0e-80c627f2ce5e,9.456073034,0.230337079,178,100991,default,1,1,41,outlier,outlier
7725,54dc48f1-ba76-3cab-81f1-c128d82fa28b,0.001117647,0.588235294,17,2,default,17,1,10,outlier,outlier
7726,56680240-d759-3d55-a196-40a0a04bf940,0.93925,0.6,20,1128,default,1,1,12,outlier,outlier
7727,58510fe4-84e9-3e3d-928e-3879ce0a7926,1.973518519,0.518518519,27,3198,default,1,1,14,outlier,outlier
7728,5a9858c5-cd64-36ef-80cf-ca806b51de3b,81.2273,0.6,10,48737,default,1,1,6,outlier,outlier
7729,5b531a13-efe5-33bd-96af-e5ef2db87e3a,0.115166667,0.666666667,12,83,default,1,1,8,outlier,outlier
7730,60baae22-44a7-38c6-a164-7d67448ba187,20.70192126,0.377952756,127,157749,default,1,1,48,outlier,outlier
7731,64675d37-9cf0-3bbc-9ee3-c61283a22d5b,2.615745098,0.137254902,255,40021,default,2,1,35,outlier,outlier
7732,669be419-af77-393b-a36a-13324da526bd,1.774331445,0.067988669,353,37581,default,1,1,24,outlier,outlier
7733,6765ab35-d3bc-3f35-b843-22ffd468e958,0.323454167,0.1875,240,4658,default,2,1,45,outlier,outlier
7734,68dcc052-d6ed-35cb-8981-072e3dd9b38b,0.28145098,0.294117647,17,862,default,12,3,15,AdsBot-Google,bot
7735,6f781aaf-86b8-348c-84aa-5a841c25e26f,0.910525779,0.058002148,931,50862,default,3,1,54,outlier,outlier
7736,7042cab7-0ac5-3994-921b-b6ce0a8ee0d8,0.01775,1,2,3,default,2,1,2,outlier,outlier
7737,7179fde0-f6e0-35ca-8a9e-f7cc497288a5,14.16966667,1,3,2551,default,1,1,3,outlier,outlier
7738,72708e38-c6d6-3f95-ad74-b3c449da19fc,4.605442029,0.47826087,69,19067,default,1,1,33,outlier,outlier
7739,7a646f5a-5d32-30c8-b4f4-a24b7abe00d2,3.462355856,0.204204204,333,69178,default,1,1,68,outlier,outlier
7740,7b654d8c-3c7f-3ed6-a184-7b1ab8a788c1,2.238754098,0.118852459,244,32776,default,1,1,29,outlier,outlier
7741,7baeacb6-8ca9-3d14-82d4-2496dd2653b7,1.17172,0.115,200,14061,default,1,1,23,outlier,outlier
7742,7bf196f7-9251-38fe-8ef9-18229a61db32,0.03675,0.777777778,18,40,default,1,1,14,outlier,outlier
7743,84d5b7a7-8690-3df3-bb08-b807e70b5361,40.91008889,0.177777778,6.428571429,110458,default,20,7,8,BingPreview/1.0b;bingbot/2.0,bot
7744,8933f012-0a5b-308e-a354-cd679b18c233,94.1946,0.55,40,226068,default,1,1,22,outlier,outlier
7745,89e16ac2-8e00-3904-aa37-e738391d8826,0.332894958,0.095798319,1190,23769,default,2,1,114,outlier,outlier
7746,8d5b7cb0-b641-30e5-9da0-e2211d807498,0.159555556,0.777777778,9,87,default,1,1,7,outlier,outlier
7747,8e471351-0ab8-3800-8a54-543bafc75878,4.069830986,0.394366197,71,17338,datacenter,1,1,28,outlier,outlier
7748,8e80ae6b-5b93-31c5-a6d2-28dd387764ea,0.088,1,3,16,default,2,1,3,outlier,outlier
7749,8f5a7326-54d5-3ddc-907a-3bc2b6967721,5.29746875,0.40625,32,10172,default,1,1,13,outlier,outlier
7750,97fd50a5-5e1a-3409-bb43-bbbc57f87e73,6.157837209,0.604651163,43,15888,default,2,1,26,outlier,outlier
7751,99509170-96dc-30b0-b082-c44260dda8f8,0.267857143,1,7,113,default,1,1,7,outlier,outlier
7752,9dc982e7-cae1-36c4-87e3-08ce3f65b4e1,0.176166667,1,6,64,default,3,1,6,outlier,outlier
7753,9f632b01-9890-3245-96a6-0b3a44312091,40.28173333,0.8,15,36254,default,1,1,12,outlier,outlier
7754,a29dc8ef-a640-3ab0-9dd3-e81deaa28d30,1.604509259,0.481481481,54,5199,default,1,1,26,outlier,outlier
7755,a39b05c3-7760-31e7-ac69-05270c07fc41,4.19875,0.257575758,66,16628,default,2,1,17,outlier,outlier
7756,a3fcbdd9-edd8-3f91-a582-f5091345bda9,4.857481481,0.592592593,27,7870,default,1,1,16,outlier,outlier
7757,a3fee840-f5ff-3baf-b148-ebea80c02d4d,3.093106742,0.207865169,178,33035,private_ip,1,1,37,outlier,outlier
7758,a47fba56-697e-3535-bdf7-4dd30a1f9853,2.80685,0.55,20,3369,default,1,1,11,outlier,outlier
7759,a89c36f1-d754-36fb-a9d6-b4dab09bade8,1.499973684,0.552631579,38,3420,default,1,1,21,outlier,outlier
7760,adabe594-006a-32f7-9b72-1821a5b44e8c,14.07852632,0.368421053,19,16050,default,1,1,7,outlier,outlier
7761,aea62dd3-9da9-38fa-93de-6d8071874355,23.88778788,0.454545455,33,47298,default,1,1,15,outlier,outlier
7762,c1509443-a416-34ef-9f29-07e5e75657fc,62.04126667,0.666666667,15,55838,private_ip,1,1,10,outlier,outlier
7763,c28e1e40-0da3-35b3-ad60-2ee4042514b6,4.447102713,0.19379845,258,68842,default,1,1,50,outlier,outlier
7764,c71c874a-3559-328b-9d8f-388626643959,11.2241,0.5,10,6735,default,1,1,5,outlier,outlier
7765,ca0d0a1a-a179-37df-a576-cbeaadf1aaef,4.937086207,0.198275862,116,34363,default,1,1,23,outlier,outlier
7766,cb1898c9-6edd-3b2e-8ce0-2e8b42583297,8.500446429,0.285714286,56,28562,private_ip,1,1,16,outlier,outlier
7767,cb846521-b198-3081-99bd-bc43ee6539f3,5.111333333,0.6,15,4601,default,1,1,9,outlier,outlier
7768,cd2bfb17-e605-3a66-a212-8b8449262a78,0.651409091,0.590909091,22,860,default,1,1,13,outlier,outlier
7769,d2418b25-b08f-3ac6-b8c3-22a259ad7cfc,2.95725,0.5625,16,2839,default,1,1,9,outlier,outlier
7770,d394f976-a50f-3d4e-8aae-3ec5f85ccbc1,2.857666667,1,3,515,default,1,1,3,outlier,outlier
7771,d3a1ac9d-f216-3df4-b765-dfb19783630a,1.951727273,0.409090909,22,2577,default,1,1,9,outlier,outlier
7772,d96d6016-ad92-31f3-98be-dd9dd819bf99,18.695875,0.625,16,17949,default,1,1,10,outlier,outlier
7773,d9b37f59-3d24-377e-aefb-0af9d19d060c,1.650815789,0.368421053,38,3764,private_ip,1,1,14,outlier,outlier
7774,dfc61dd3-f927-361a-abae-fe436e1076a2,40.07101852,0.481481481,54,129831,default,1,1,26,outlier,outlier
7775,e482bf4d-cbf3-3454-a016-f86a38c0b8d6,30.89126316,0.473684211,19,35217,default,1,1,9,outlier,outlier
7776,e4b537b9-bc77-30ba-8617-dd9e43dbb196,0.828235294,0.764705882,17,845,default,1,1,13,outlier,outlier
7777,e63a88f7-36bd-35f7-a89c-061c0a0f17f3,43.61271053,0.552631579,38,99437,default,1,1,21,outlier,outlier
7778,e7a0534b-6f23-3d12-ab56-c56e947dd7c5,4.568484848,0.242424242,231,63320,default,2,1,56,outlier,outlier
7779,e8592fd9-02d1-3ba7-92aa-bd9c68a48ec0,2.164222222,0.592592593,27,3507,default,1,1,16,outlier,outlier
7780,e93c8ac4-acda-3119-8b90-024da82a065a,50.257,1,4,12062,default,1,1,4,outlier,outlier
7781,ebae7e4c-aacb-3f77-8f71-1c9aa43473fd,5.307188679,0.358490566,106,33754,default,1,1,38,outlier,outlier
7782,f1aa2aef-5d14-3608-8588-90133d546316,11.4381875,0.4375,48,32942,default,1,1,21,outlier,outlier
7783,f2a7f033-b650-36bd-b068-b208e16b3d12,2.998032258,0.133064516,248,44611,default,2,1,33,outlier,outlier
7784,f52b8dc9-bc7a-3827-ab62-5b5f273fffae,7.181,1,3,1293,default,1,1,3,outlier,outlier
7785,005f7c77-7b83-3edb-a50e-c42062985e98,13.83053571,0.142857143,56,46471,default,1,1,8,outlier,outlier
7786,01c755a5-1cfd-30cb-93fd-2c1f23c61c7c,1.641505747,0.379310345,87,8569,default,1,1,33,outlier,outlier
7787,05ac13b1-2e1b-351d-aeb0-6d2ba2ab5961,0.0175,1,2,3,default,2,1,2,outlier,outlier
7788,0a6eff07-5dc1-39c2-987d-29370373b62d,0.571857143,1,7,241,default,1,1,7,outlier,outlier
7789,0b1c57bb-764a-37f0-ae69-f769ae55051a,2.03145,0.45,20,2438,default,1,1,9,outlier,outlier
7790,0b7dcb96-aedb-3ce1-9e62-05651719ac19,0.374375,0.75,8,180,default,3,1,6,outlier,outlier
7791,0fa81af0-ae0b-37b8-a477-b71ff50e6793,3.919870056,0.096045198,177,41630,default,1,1,17,outlier,outlier
7792,131a90af-3719-300e-b017-6ede3d578960,9.802405405,0.567567568,37,21762,default,1,1,21,outlier,outlier
7793,17198a1b-c6c4-3d6d-a79d-7c645dfa15b4,0.012,1,2,2,default,2,1,2,outlier,outlier
7794,1a5aac50-940f-3101-a3b5-a251758c07fb,51.22325,0.78125,32,98349,default,1,1,25,outlier,outlier
7795,1be00705-c052-3927-8462-4fc7ad84cf72,0.217285714,1,7,92,default,1,1,7,outlier,outlier
7796,1c4ea563-e59c-3a5d-bb40-ded92939aa46,238.3772222,0.444444444,9,128724,default,1,1,4,outlier,outlier
7797,1c772726-4541-334b-91b3-490c15073aea,3.542222222,0.555555556,27,5739,default,2,1,15,outlier,outlier
7798,205605c2-a1be-3e8c-b195-f52d1981d5aa,0.914791237,0.077319588,388,21297,default,1,1,30,outlier,outlier
7799,225d5906-8c56-3436-8a55-21a38549687e,4.94425,0.666666667,12,3560,default,1,1,8,outlier,outlier
7800,25a586f6-31ac-3386-849b-524d572650c3,1.689181818,0.454545455,22,2230,default,1,1,10,outlier,outlier
7801,2fa78ada-3898-375b-a8f3-5c3ee5752ec6,0.3911625,0.04125,800,18776,default,1,1,33,outlier,outlier
7802,36d2388e-4fe3-3a68-856c-9fe25da79090,3.128547619,0.261904762,42,7884,default,1,1,11,outlier,outlier
7803,3a7ca67b-6058-3dba-9cd7-1f77d964487e,4.481181818,0.818181818,11,2958,default,1,1,9,outlier,outlier
7804,3d945412-ff0f-3c4a-93b2-b484fdb17d91,14.328,0.4,5,4299,default,1,1,2,outlier,outlier
7805,4459af12-2699-3ee1-8bb4-72ea9b00bb4d,3.515313725,0.333333333,51,10757,default,1,1,17,outlier,outlier
7806,4649e598-788e-3222-a6ef-cd126524a793,3.871817391,0.2,115,26716,private_ip,1,1,23,outlier,outlier
7807,4ba601a4-4de2-336e-9b27-35a6b7a46a76,2.954457627,0.245762712,236,41836,default,2,1,58,outlier,outlier
7808,4cae1005-a3aa-3fbd-892d-a5988c5fdf33,34.682,0.6,5,10405,default,1,1,3,outlier,outlier
7809,4d975044-64fe-392d-8304-b75d19461a4b,91.2311875,0.625,16,87582,default,1,1,10,outlier,outlier
7810,51b845cb-fb6a-3847-bdbf-c48f3519d6da,7.394,0.25,4,1775,default,1,1,1,outlier,outlier
7811,532ab640-c5bc-3434-8e6b-fd25fa2ad78e,11.69770588,0.294117647,85,59659,default,1,1,25,outlier,outlier
7812,5394727e-29b5-3241-bbc4-7610254ecefd,222.6443333,0.333333333,9,120228,default,1,1,3,outlier,outlier
7813,5770c3af-9c59-3b35-a30c-597579199176,11.93760714,0.178571429,28,20056,default,1,1,5,outlier,outlier
7814,57b94f3e-24fd-32ef-802a-2c8eb2899154,10.708,0.833333333,6,3855,default,1,1,5,outlier,outlier
7815,57d53415-2945-3407-ab0d-15d6045790fc,1.292123408,0.125796178,628,48688,default,2,1,79,outlier,outlier
7816,5eca9d7d-5685-3217-a7a4-8bea0e3fe790,3.1126,0.8,5,934,private_ip,1,1,4,outlier,outlier
7817,6e34e2fd-9b81-33a7-ba73-74df298bb12f,0.28153125,0.9375,16,271,default,1,1,15,outlier,outlier
7818,6e7722e8-eeed-3e56-a6a3-242e7fd2bd69,1.024984375,0.34375,64,3936,default,1,1,22,outlier,outlier
7819,6fa8ae6c-fb5d-389d-bd6e-4f24b5f0715b,2.853087045,0.12145749,494,84566,default,1,1,60,outlier,outlier
7820,73bc6056-f8e3-3057-bd8f-9b9802f1a0ea,1.542963483,0.199438202,356,32958,default,2,1,71,outlier,outlier
7821,73d9a3f6-3293-3241-99dd-eb1ed39efd62,2.732913333,0.108333333,600,98385,default,1,1,65,outlier,outlier
7822,73ecdcc2-71a1-3169-be92-98fa8897b1b1,5.669137931,0.155172414,58,19729,default,1,1,9,outlier,outlier
7823,7883d854-2641-3e21-85de-5939efef1ccb,2.026552,0.124,250,30399,default,2,1,31,outlier,outlier
7824,7caaf56d-3726-353c-9e99-909d0137fbe3,0.065142662,0.046448087,2562,10014,default,2,1,119,outlier,outlier
7825,7ea58f7b-056d-32ad-8a06-5a342a90dd6c,0.00102439,0.487804878,41,3,default,19,1,20,outlier,outlier
7826,813af104-c67b-3fb7-aba3-9ca7d8d11aa0,102.2346667,1,6,36805,default,1,1,6,outlier,outlier
7827,8ab3bb87-4684-32c6-8d69-26749a18b2ec,1.2875,1,4,309,default,1,1,4,outlier,outlier
7828,8e631c7d-6a7d-3287-9e98-cbd27bfe2eb9,0.021065217,0.456521739,46,59,default,3,1,21,outlier,outlier
7829,8f32d387-a871-3ad4-bae2-7b82bdcd8cbd,28.36347619,0.285714286,84,142952,default,1,1,24,outlier,outlier
7830,9669528b-4461-3f9e-96b5-7894c688a404,0.002465812,0.074786325,39,70,default,65,12,35,Googlebot/2.1,bot
7831,99af669b-f50a-3a1b-bc13-7ba000bb1943,2.931215385,0.251282051,195,34296,default,1,1,49,outlier,outlier
7832,99de9cba-5167-3bc8-a2ff-ad35990706fc,0.96,0.379310345,29,1671,default,1,1,11,outlier,outlier
7833,9f5e8127-bc97-3272-a66a-c3904a0ee5b9,3.407832061,0.20610687,131,26786,default,2,1,27,outlier,outlier
7834,a1932fe1-e22b-3013-834a-e3d57df24225,0.02075,1,2,3,default,2,1,2,outlier,outlier
7835,a1cde97a-a636-3109-9cf0-c207472e23d8,159.1236667,0.666666667,6,57285,default,1,1,4,outlier,outlier
7836,a340c73b-3737-3cc1-afef-29b869c3b007,20.04204,0.84,25,30064,default,1,1,21,outlier,outlier
7837,a345985e-ed0b-3d0a-8bf6-44724a31b829,16.66670455,0.204545455,44,44001,default,1,1,9,outlier,outlier
7838,a3f05230-045d-3722-861c-427ec5f851bd,79.236,0.412698413,63,299513,default,1,1,26,outlier,outlier
7839,a6006e75-43c2-34ac-b8b8-182f5f88b609,24.51775,0.75,4,5885,default,1,1,3,outlier,outlier
7840,a8607c3f-f0e4-3f72-b0e1-723ef6ffe0e8,22.29579518,0.156626506,9.222222222,111034,default,33,9,13,BingPreview/1.0b;bingbot/2.0,bot
7841,a8c71e28-b232-35bb-a282-aef07d6c18af,0.006333333,0.666666667,3,2,default,3,1,2,outlier,outlier
7842,a94cf34f-c7fc-3848-b4b5-049c5131a150,3.0934,1,5,929,default,1,1,5,outlier,outlier
7843,a977cb39-97a9-357a-b5c1-4ed1c95bdfd0,0.771789304,0.036082474,776,35935,default,1,1,28,outlier,outlier
7844,acc3fdaa-678f-3e82-836e-c756e0899cbc,0.54674375,0.3875,80,2625,default,1,1,31,outlier,outlier
7845,b27fa90b-7e0a-3551-b81a-69b2603ef92b,1.112412766,0.157446809,235,15686,default,2,1,37,outlier,outlier
7846,b38e280c-4ead-3beb-b111-70c2ea2a21a1,171.7203,0.3,10,103033,default,1,1,3,outlier,outlier
7847,b5558b97-0edd-3807-a33a-7a6c025a27d6,5.3105,0.421052632,76,24216,default,1,1,32,outlier,outlier
7848,b5c94115-e278-3a73-b442-43102f67627f,0.006889952,0.153110048,209,87,private_ip,3,1,32,outlier,outlier
7849,b8e52efc-6128-3116-9d0f-02ac7ad35cab,0.28725,0.666666667,12,207,private_ip,1,1,8,outlier,outlier
7850,bb155403-f9d5-3a49-bef4-32f02c3c3b84,2.929833333,1,3,528,default,2,1,3,outlier,outlier
7851,be891dd7-68ad-340c-9bc0-9b840bcf0ff5,0.271307692,0.846153846,13,212,default,1,1,11,outlier,outlier
7852,c097c044-e222-30d1-ab7a-3bfe2127ef98,2.8475,0.5,6,1026,default,1,1,3,outlier,outlier
7853,c229a1a6-cdc0-3ef9-a4eb-aca0018e7fd3,16.391,0.555555556,27,26554,default,1,1,15,outlier,outlier
7854,c402a0a1-b5b3-3ed4-9abc-903be79a89a1,5.424888889,0.240740741,216,70307,default,2,1,52,outlier,outlier
7855,c47007e8-47d5-3429-ab47-92adf290cfa3,1.311116935,0.314516129,124,9755,default,2,1,39,outlier,outlier
7856,c69d944d-cc44-367a-bd84-e336ddc9ebb6,96.65522222,0.555555556,9,52194,default,1,1,5,outlier,outlier
7857,c7ca4708-5d35-3888-8374-c980dd68451c,1.9862723,0.145539906,213,25385,default,1,1,31,outlier,outlier
7858,cb458499-0287-3db3-8675-48e7d4df0ab5,0.006166667,1,3,2,default,2,1,3,outlier,outlier
7859,cc5e4966-5079-316d-bc15-2df6f7ba242b,0.7735,0.7,10,465,default,1,1,7,outlier,outlier
7860,d51173e3-ee50-3534-9865-cde57ac26c74,0.589039783,0.112115732,553,19545,default,4,1,62,outlier,outlier
7861,e23aef40-32e4-31f3-8d71-8ea3b49f7368,0.001666667,0.083333333,12,2,default,11,1,1,outlier,outlier
7862,e3fda8d5-96d1-3ee5-ba04-158e09589492,1.498166667,0.666666667,6,540,default,1,1,4,outlier,outlier
7863,e7bc0f27-ad96-3573-9872-d83a7628e638,0.000395349,0.023255814,43,2,default,43,1,1,outlier,outlier
7864,eb09d050-fad9-3056-8756-73edd6f9e202,6.083666667,0.259259259,27,9856,default,1,1,7,outlier,outlier
7865,ec9da00d-9dea-3118-a0d3-33ffb2d3a074,1.07647619,0.380952381,21,1357,private_ip,1,1,8,outlier,outlier
7866,ed0de216-bcd1-307a-83e0-f437c8275547,45.65893878,0.045918367,196,536950,private_ip,1,1,9,outlier,outlier
7867,f1684ee8-782f-3708-bf4a-3b5d7201a8ba,6.22034104,0.173410405,173,64568,private_ip,1,1,30,outlier,outlier
7868,f43b31c3-3977-3efb-8964-d7d1811327a0,73.33695,0.4,40,176009,default,1,1,16,outlier,outlier
7869,f60aa3f1-9804-372e-936f-6f6798e7b9ce,0.237815789,0.381578947,76,1085,default,2,1,29,outlier,outlier
7870,f9028446-2140-31fd-ba2a-5338e622b8b9,4.474571622,0.110810811,370,99336,default,1,1,41,outlier,outlier
7871,fe5623cc-0295-391e-af8e-98722b3b47b3,7.122142857,0.142857143,35,14957,default,1,1,5,outlier,outlier
7872,ff938e8a-adb2-39c7-946e-c6005437cd3a,0.002230769,0.846153846,13,2,default,13,1,11,outlier,outlier
7873,017c4f40-2663-3f5f-bcb9-c41e50fcf28c,27.67725926,0.333333333,27,44838,default,1,1,9,outlier,outlier
7874,02fb5ae2-cceb-3fb3-9c26-cc59b03b228a,0.0059375,0.25,2.666666667,3,default,4,3,2,bingbot/2.0;unknown,bot
7875,0343a5cd-6b88-3ee4-a498-6a0330d5e825,377.3852,0.6,5,113216,default,1,1,3,outlier,outlier
7876,0492574d-24ec-3399-b6f7-85b4461f8719,1.5772,0.6,10,947,default,1,1,6,outlier,outlier
7877,0f53d076-c526-3638-ba44-a794b5c2d284,2.67E-05,0.029259897,129.1111111,2,default,1162,9,34,bingbot/2.0,bot
7878,11fb4f28-f081-32a1-b876-29d21132df85,1.202586758,0.260273973,219,15802,default,1,1,57,outlier,outlier
7879,1bfa9f9e-264c-3b5a-8514-af5463d64021,0.1611,0.8,10,97,default,1,1,8,outlier,outlier
7880,1deff61d-f942-318f-9a9e-6ced099313c9,0.009350877,0.228070175,57,32,private_ip,3,1,13,outlier,outlier
7881,2592be5a-dae5-39f5-a51f-9799c6f91490,9.659067961,0.223300971,103,59694,default,2,1,23,outlier,outlier
7882,2684bd69-99a8-3839-8be5-d67248d1a933,0.111571429,1,7,47,default,1,1,7,outlier,outlier
7883,2caf7223-60ea-3a06-b16e-754c182d9679,2.100352941,0.764705882,17,2143,default,1,1,13,outlier,outlier
7884,2cd3af27-d78e-36b7-8ee1-d69c2457d16a,19.08830769,0.692307692,13,14889,default,1,1,9,outlier,outlier
7885,38a4f4cc-d97a-39e6-8ec7-f8b2d6af2f13,0.001214286,0.071428571,14,2,default,14,1,1,outlier,outlier
7886,3be8c836-2e3a-3c03-99ab-967dbd59182a,0.049555556,0.777777778,9,27,default,1,1,7,outlier,outlier
7887,3fd63be5-6b12-3dcb-9196-c9efd5562e47,2.427735,0.12,200,29133,private_ip,1,1,24,outlier,outlier
7888,428af57f-7642-3e8a-a352-9de3350f1f61,0.116375,0.75,8,56,default,1,1,6,outlier,outlier
7889,46313287-5769-3862-9af9-0b7f3c6d8aee,4.336082609,0.195652174,230,59838,default,1,1,45,outlier,outlier
7890,478c4813-6b93-37d0-8512-0a8358fe5ab4,3.739111111,1,9,2020,default,1,1,9,outlier,outlier
7891,4d208c1a-7533-3cc0-a5e0-e9c0afdd9ce9,0.0345,0.5,16,34,default,3,1,8,outlier,outlier
7892,4f6c11fc-0f87-3caa-b201-00c761cacdde,0.002873188,0.097826087,21.23076923,48,default,41,13,27,Googlebot/2.1,bot
7893,4fe14956-c252-331a-bd76-05565cde8239,1.247157895,0.631578947,19,1422,default,1,1,12,outlier,outlier
7894,5328d076-fef4-364c-b5df-54aa54bdcaac,0.007,0.857142857,7,3,default,7,1,6,outlier,outlier
7895,539aa42a-9778-349a-8d08-0620e251c087,22.48,0.75,4,5396,default,1,1,3,outlier,outlier
7896,57f74d20-c404-3d5f-baac-0998c48cf066,4.311603704,0.248148148,270,69848,default,1,1,67,outlier,outlier
7897,5b26b544-c330-36c7-8c99-007cc7c4449a,0.042333333,1,3,8,default,3,1,3,outlier,outlier
7898,5be83b17-725d-335c-aa73-2835a4816a85,0.3182,1,5,96,default,1,1,5,outlier,outlier
7899,5dd0e2f9-2404-33d2-882f-20d048977bbd,106.068,0.5,4,25457,default,1,1,2,outlier,outlier
7900,5e66e697-bad2-3e47-b718-ee31fdadadab,4.65252381,0.30952381,42,11725,default,1,1,13,outlier,outlier
7901,5f6e2ea8-82b7-340e-a4b0-020dc001d37f,0.234173913,0.652173913,23,324,default,2,1,15,outlier,outlier
7902,623d3792-cde3-39d3-82ed-8a638d3c57ba,0.112361111,0.777777778,18,122,default,1,1,14,outlier,outlier
7903,62533f5b-ee40-3bcc-92cf-119c14eca46f,1.059625,0.5,8,509,default,1,1,4,outlier,outlier
7904,6bbdd834-2d05-354a-9f4e-94a6b3caab1e,4.624,0.25,76,21086,default,1,1,19,outlier,outlier
7905,6e5430b4-0a2a-3ea2-a370-1a8cb3f16f50,0.0215,1,2,3,private_ip,1,1,2,AdsBot-Google;unknown,bot
7906,6e825591-fe9b-3aee-856c-0ed51e460a7d,1.421954545,0.772727273,22,1877,private_ip,1,1,17,outlier,outlier
7907,76697fb2-1367-3fa2-b2b8-e24e590f7fc4,0.0002625,0.1875,80,2,default,77,1,15,outlier,outlier
7908,76702034-7f64-3120-947f-309aa8435099,0.003888889,0.444444444,9,3,default,9,1,4,outlier,outlier
7909,7e0b76ef-d50e-3598-9a1e-6edeee140aad,0.325736842,0.368421053,19,372,default,1,1,7,outlier,outlier
7910,7f0d2168-82ca-3eb3-b3a8-54fa37cf4d6e,0.103318182,0.818181818,11,69,default,1,1,9,outlier,outlier
7911,816f8d48-862a-3ae2-be63-45cfa7f556a8,1.170033203,0.17578125,256,17972,default,1,1,45,outlier,outlier
7912,81b18b2e-0bf8-318d-9a40-e7059c352647,11.97981818,0.545454545,11,7907,private_ip,1,1,6,outlier,outlier
7913,852eb53b-1994-38d0-b234-541ab2a28b9c,1.205,0.5625,16,1157,private_ip,1,1,9,outlier,outlier
