user,pc,Rapid_file_access,Out_of_Working_Hours
2792,3415,0,ANOMALY
1750,3685,0,ANOMALY
2676,9159,0,ANOMALY
782,8926,1,BENIGN
3049,5100,0,BENIGN
2106,7374,0,BENIGN
3868,7004,0,BENIGN
4977,6521,0,BENIGN
4543,8155,0,BENIGN
2114,4297,0,BENIGN
3971,3633,0,ANOMALY
1992,4890,0,BENIGN
1068,1791,0,BENIGN
1578,1151,0,ANOMALY
1012,4063,0,BENIGN
2275,7367,0,ANOMALY
4870,8904,0,BENIGN
1815,3091,0,BENIGN
2427,5599,0,BENIGN
4403,8408,0,BENIGN
4875,3977,0,BENIGN
2552,1842,0,BENIGN
3658,4793,0,BENIGN
8,2659,0,BENIGN
2556,9789,0,BENIGN
476,6162,0,BENIGN
2212,7446,0,BENIGN
485,5270,0,BENIGN
4655,4603,0,BENIGN
2286,7764,0,BENIGN
4564,2216,0,BENIGN
3526,3291,0,BENIGN
3340,4811,0,BENIGN
2823,5993,0,BENIGN
4944,6142,0,BENIGN
2925,7862,0,BENIGN
259,7533,0,BENIGN
283,8526,0,BENIGN
1899,3978,0,BENIGN
4136,6347,0,BENIGN
2977,8933,0,BENIGN
2268,5595,0,BENIGN
3201,7211,0,BENIGN
613,3170,0,BENIGN
688,9527,0,BENIGN
3691,4021,0,BENIGN
613,9970,0,BENIGN
2308,8836,1,BENIGN
3014,2185,0,BENIGN
1782,4285,1,BENIGN
2592,4447,0,BENIGN
2697,4991,0,BENIGN
3959,5899,0,BENIGN
575,2935,1,BENIGN
1911,9825,0,BENIGN
3605,2285,0,BENIGN
670,9545,0,BENIGN
4365,8479,0,BENIGN
1284,6255,0,BENIGN
924,2885,0,BENIGN
1126,6062,1,BENIGN
1530,8066,0,BENIGN
1595,4022,0,ANOMALY
247,6265,0,BENIGN
3712,2547,0,BENIGN
1561,5204,0,BENIGN
2401,8590,0,BENIGN
2244,2368,0,BENIGN
3865,2757,0,BENIGN
1940,5917,0,BENIGN
3070,4484,0,BENIGN
227,4052,0,BENIGN
3548,9382,1,BENIGN
265,1932,0,BENIGN
1396,5237,0,BENIGN
3558,8240,0,BENIGN
646,4238,0,BENIGN
2991,1565,0,BENIGN
1900,6378,0,BENIGN
2505,6558,0,BENIGN
2773,1743,0,ANOMALY
1155,9864,0,BENIGN
588,9722,0,BENIGN
4572,6409,0,BENIGN
1822,9753,0,BENIGN
986,6629,0,ANOMALY
4080,7318,0,BENIGN
3349,1301,0,ANOMALY
3832,4767,0,BENIGN
1242,5280,0,BENIGN
190,8506,0,BENIGN
981,9701,0,BENIGN
1699,7962,0,BENIGN
1716,6429,0,ANOMALY
2594,8248,0,BENIGN
4137,4445,0,BENIGN
4434,3203,0,BENIGN
1099,3834,0,BENIGN
2327,9986,0,BENIGN
3248,3479,0,BENIGN
896,5856,0,BENIGN
1675,1434,0,BENIGN
2910,2706,0,BENIGN
931,9260,0,BENIGN
4385,6725,0,BENIGN
724,2904,0,BENIGN
2941,8018,0,BENIGN
1090,4959,0,BENIGN
4579,7825,0,BENIGN
936,7347,0,BENIGN
2296,7156,1,BENIGN
156,3713,0,ANOMALY
1071,7194,0,BENIGN
1959,7512,0,BENIGN
2502,7867,0,BENIGN
4220,4727,0,BENIGN
3831,4546,0,BENIGN
855,3303,0,ANOMALY
640,4681,0,BENIGN
2239,8852,0,BENIGN
1603,4221,0,BENIGN
442,5374,0,BENIGN
4629,2082,0,BENIGN
1337,9637,0,BENIGN
3701,2592,0,ANOMALY
949,6608,0,BENIGN
3374,6526,0,BENIGN
460,6179,0,BENIGN
4647,7472,0,BENIGN
393,3775,0,BENIGN
3939,2590,0,BENIGN
1788,7004,0,BENIGN
4941,8230,1,BENIGN
2258,3231,0,BENIGN
1139,6118,0,BENIGN
3809,7454,0,BENIGN
4742,8960,0,BENIGN
2455,2561,0,BENIGN
1467,4646,0,ANOMALY
3675,8596,1,BENIGN
1378,8240,0,BENIGN
2598,5942,0,ANOMALY
142,4238,0,BENIGN
2660,2600,0,BENIGN
4597,6700,0,BENIGN
840,7071,0,BENIGN
3619,1709,0,BENIGN
3918,3971,0,BENIGN
596,1793,0,BENIGN
1905,4099,0,BENIGN
281,7030,0,BENIGN
424,6765,0,ANOMALY
4366,1026,0,BENIGN
4250,7693,0,BENIGN
1751,6322,0,BENIGN
4758,9276,0,BENIGN
1968,6951,0,ANOMALY
4089,4101,1,BENIGN
4179,7609,0,BENIGN
2947,6309,0,BENIGN
1450,1011,0,BENIGN
2332,8770,0,BENIGN
2221,6413,1,BENIGN
3790,6774,0,BENIGN
2811,1179,0,BENIGN
4729,1796,0,BENIGN
1532,8279,0,BENIGN
4883,8188,0,BENIGN
2991,8312,0,BENIGN
4494,3024,0,BENIGN
1144,8666,0,BENIGN
934,4217,0,BENIGN
1461,7584,0,BENIGN
2724,6285,0,BENIGN
2513,8370,0,BENIGN
286,2519,0,BENIGN
265,7611,0,BENIGN
2368,7856,0,BENIGN
3448,3432,0,BENIGN
4917,7457,0,BENIGN
1763,5866,0,BENIGN
3049,6054,0,BENIGN
2382,3070,0,BENIGN
2270,2781,0,BENIGN
41,9530,0,BENIGN
68,2516,1,BENIGN
988,6491,0,ANOMALY
4009,6949,0,BENIGN
3199,4290,0,BENIGN
4791,5570,0,BENIGN
2525,2379,0,BENIGN
1086,8670,0,BENIGN
2480,1800,0,BENIGN
1694,6267,0,ANOMALY
2316,4495,0,BENIGN
779,4257,0,BENIGN
4590,7558,0,BENIGN
1586,1981,0,BENIGN
1493,3088,0,BENIGN
661,3952,0,BENIGN
1349,3126,0,ANOMALY
1300,5812,0,BENIGN
3941,9063,0,BENIGN
1987,4861,0,BENIGN
2045,6903,0,BENIGN
3517,3591,0,BENIGN
1059,4322,0,BENIGN
977,7437,0,BENIGN
4578,9801,0,BENIGN
728,3861,0,BENIGN
2528,2655,0,BENIGN
3137,2755,0,BENIGN
343,9237,0,BENIGN
1448,7227,0,BENIGN
2380,5638,0,BENIGN
3660,3567,0,BENIGN
527,4123,0,BENIGN
1897,6164,0,ANOMALY
4755,8081,0,BENIGN
2074,5907,0,BENIGN
4916,5962,0,ANOMALY
406,8150,0,BENIGN
1574,2766,0,BENIGN
4601,4549,0,BENIGN
3741,3309,0,BENIGN
4275,2976,1,BENIGN
4228,8180,0,BENIGN
1847,3490,0,BENIGN
1479,9917,1,BENIGN
2396,5381,0,BENIGN
772,6987,0,ANOMALY
579,8425,0,BENIGN
2902,4619,0,BENIGN
194,7060,0,BENIGN
2008,9689,0,BENIGN
1186,4976,0,BENIGN
2395,1704,0,ANOMALY
2999,6452,0,ANOMALY
1793,7094,0,BENIGN
1111,4681,0,BENIGN
4006,5138,0,BENIGN
2262,2916,1,BENIGN
3737,8501,0,BENIGN
3794,2845,0,BENIGN
1937,5654,0,BENIGN
4876,7413,0,BENIGN
4358,9111,0,BENIGN
730,8990,0,BENIGN
4379,4090,0,BENIGN
3452,2370,0,BENIGN
4458,2928,1,BENIGN
4537,2636,0,BENIGN
2141,7180,0,BENIGN
1645,9283,0,BENIGN
2801,2843,1,BENIGN
4963,9376,0,BENIGN
142,1831,0,BENIGN
1456,6538,0,BENIGN
4797,6315,0,ANOMALY
2097,9455,0,BENIGN
1326,6327,0,BENIGN
4977,2286,0,BENIGN
1214,2529,0,BENIGN
1160,7655,0,BENIGN
4651,2877,0,BENIGN
4500,6431,0,BENIGN
4988,3478,0,BENIGN
4698,1100,0,BENIGN
341,4087,0,BENIGN
3829,6828,0,BENIGN
1969,8425,0,BENIGN
704,3291,0,BENIGN
4414,6467,0,ANOMALY
2430,9296,0,BENIGN
1801,1693,0,BENIGN
4913,6786,0,BENIGN
4649,6406,0,BENIGN
856,4491,0,BENIGN
1813,4392,0,BENIGN
2867,3268,0,BENIGN
3643,6632,0,BENIGN
183,4783,0,BENIGN
3113,6973,0,BENIGN
4493,6969,0,BENIGN
1518,9981,0,BENIGN
1357,5648,0,ANOMALY
2175,5939,0,BENIGN
3630,9850,0,BENIGN
3629,9024,0,BENIGN
4097,8857,0,BENIGN
3240,2018,0,BENIGN
3692,2953,0,BENIGN
19,4657,0,ANOMALY
3404,5846,0,BENIGN
4680,3296,0,BENIGN
4552,1774,0,BENIGN
3005,3811,0,BENIGN
1133,4182,0,BENIGN
3340,8867,0,BENIGN
3312,5329,0,BENIGN
3373,7167,0,BENIGN
988,4097,0,BENIGN
3322,2404,0,BENIGN
4616,6101,0,BENIGN
4955,2369,0,BENIGN
174,6497,1,BENIGN
3742,7665,0,BENIGN
3053,3064,0,BENIGN
727,3765,0,BENIGN
3761,3817,0,BENIGN
1876,8791,0,BENIGN
4034,1716,0,BENIGN
990,5040,0,BENIGN
3745,2711,0,BENIGN
2687,6367,0,BENIGN
420,7261,0,ANOMALY
594,1008,1,BENIGN
1775,9789,0,BENIGN
2460,5118,0,BENIGN
936,7086,0,BENIGN
3809,7383,0,ANOMALY
332,4667,0,BENIGN
3450,3246,0,BENIGN
2703,4626,0,BENIGN
4007,3822,0,BENIGN
3869,9283,0,BENIGN
4201,1850,0,BENIGN
202,2107,0,BENIGN
2498,1299,0,BENIGN
1843,9102,0,BENIGN
1867,6400,0,BENIGN
1997,2082,0,BENIGN
910,9167,0,BENIGN
4306,3800,0,BENIGN
4659,4951,0,BENIGN
3190,9967,0,BENIGN
771,7768,0,BENIGN
3156,2452,0,BENIGN
2502,2681,0,BENIGN
2715,3303,0,BENIGN
4725,8157,0,BENIGN
3586,2851,0,BENIGN
1629,2897,0,BENIGN
387,6825,0,BENIGN
3422,9806,0,BENIGN
4009,1244,0,BENIGN
4094,9948,0,BENIGN
4364,4807,0,BENIGN
2467,3779,0,BENIGN
2283,2846,0,BENIGN
1857,8021,0,BENIGN
1999,1473,0,BENIGN
1237,5131,0,BENIGN
4670,2792,0,BENIGN
4145,2734,1,ANOMALY
1151,8215,0,BENIGN
4319,8229,0,BENIGN
1432,6188,0,ANOMALY
1820,6281,0,BENIGN
2325,6858,0,BENIGN
1131,1944,0,BENIGN
2659,2511,0,BENIGN
3501,5081,0,BENIGN
375,7118,0,BENIGN
2121,1858,0,BENIGN
4021,4560,0,BENIGN
2022,9421,0,BENIGN
3706,9369,0,BENIGN
3260,3615,0,BENIGN
3436,2613,0,BENIGN
1890,3840,0,BENIGN
1824,2774,0,BENIGN
1475,4871,0,BENIGN
2243,9273,0,BENIGN
3244,1845,0,BENIGN
3135,4260,0,BENIGN
2071,4145,0,BENIGN
360,8802,0,BENIGN
2042,3263,0,ANOMALY
1142,9636,0,BENIGN
1636,9155,0,BENIGN
4001,1922,0,BENIGN
1944,7695,0,BENIGN
4775,5288,0,BENIGN
3362,6758,0,BENIGN
2981,9131,0,ANOMALY
7,3630,0,ANOMALY
3268,8816,0,BENIGN
1592,8556,0,BENIGN
4929,6930,0,BENIGN
3265,8000,0,BENIGN
2607,4512,0,BENIGN
3220,7066,0,BENIGN
3274,4722,0,BENIGN
914,6648,0,BENIGN
2012,3060,0,ANOMALY
1443,4034,0,BENIGN
3055,3387,0,BENIGN
3547,8008,0,BENIGN
4222,9031,0,BENIGN
4913,2799,0,BENIGN
2929,5407,0,BENIGN
1830,3780,0,BENIGN
576,2127,0,BENIGN
930,9530,0,BENIGN
3760,8365,0,BENIGN
3700,8611,0,BENIGN
1464,8535,0,ANOMALY
3276,3808,0,BENIGN
4929,5297,0,BENIGN
1055,5559,0,BENIGN
1901,1448,0,BENIGN
1458,6008,0,ANOMALY
1400,5893,0,BENIGN
3416,1793,0,BENIGN
443,1436,0,BENIGN
3651,7012,0,BENIGN
4653,6869,0,BENIGN
1179,2620,0,BENIGN
4459,5308,0,BENIGN
1258,1948,1,BENIGN
3635,4944,1,BENIGN
1842,1191,0,BENIGN
2310,2403,0,BENIGN
911,2990,0,BENIGN
4341,2104,0,BENIGN
4638,1548,0,BENIGN
4010,6761,0,BENIGN
2170,9762,0,BENIGN
2173,8903,0,BENIGN
124,2784,0,BENIGN
3159,1804,0,BENIGN
786,9990,0,BENIGN
2417,9802,0,BENIGN
797,8517,0,ANOMALY
4173,7831,0,ANOMALY
4155,7917,0,BENIGN
1937,5238,0,BENIGN
2157,4260,0,BENIGN
3808,5367,0,BENIGN
1302,6651,0,BENIGN
4164,4371,0,BENIGN
3141,3093,0,BENIGN
3237,5001,0,BENIGN
2353,7556,0,BENIGN
1933,8810,0,BENIGN
2722,5554,0,BENIGN
365,3517,0,BENIGN
4917,9697,0,BENIGN
2391,6805,0,BENIGN
947,2096,0,BENIGN
1378,8061,0,BENIGN
1440,3204,0,BENIGN
3181,4902,0,BENIGN
4858,2352,0,ANOMALY
341,2596,0,BENIGN
2990,9767,0,BENIGN
383,7980,0,BENIGN
1557,1679,0,BENIGN
300,4712,0,ANOMALY
139,9509,0,BENIGN
359,6301,0,BENIGN
4932,6734,0,BENIGN
1523,8981,0,BENIGN
3457,6892,0,BENIGN
1628,4696,0,BENIGN
1304,8129,0,BENIGN
1135,3996,0,BENIGN
2187,8237,0,BENIGN
3171,8327,1,ANOMALY
3836,8407,0,BENIGN
2152,3542,0,BENIGN
1238,1678,0,BENIGN
3736,6366,0,ANOMALY
2835,6643,0,BENIGN
4261,8410,0,BENIGN
999,6541,0,BENIGN
2568,1834,0,BENIGN
1308,7026,0,BENIGN
657,9472,0,BENIGN
2661,8970,0,ANOMALY
2212,7818,0,BENIGN
1910,6028,1,BENIGN
3731,5703,0,BENIGN
2047,2772,0,BENIGN
3163,3164,0,BENIGN
1141,8111,0,BENIGN
267,9383,0,BENIGN
1846,3835,0,BENIGN
1709,3665,0,BENIGN
3631,7113,0,BENIGN
3212,3563,0,BENIGN
2294,9498,0,BENIGN
3733,9131,0,BENIGN
3830,9723,0,BENIGN
1511,3696,0,BENIGN
476,5687,0,BENIGN
977,8321,0,BENIGN
1208,8013,1,BENIGN
1961,8704,0,BENIGN
558,6571,0,BENIGN
883,8336,0,BENIGN
2195,1058,0,BENIGN
4762,2140,0,ANOMALY
2668,3562,0,BENIGN
4960,3852,0,ANOMALY
4678,7641,0,BENIGN
4791,1941,0,BENIGN
1611,7541,0,BENIGN
3489,8430,0,BENIGN
2455,2421,0,BENIGN
4495,6765,0,BENIGN
1947,1435,0,BENIGN
4811,1839,0,BENIGN
4800,5001,0,BENIGN
2809,6248,0,BENIGN
3826,5959,0,BENIGN
3537,2650,0,BENIGN
3803,6828,1,ANOMALY
4178,3261,0,BENIGN
4700,6894,0,BENIGN
1971,7278,0,BENIGN
3823,4889,0,BENIGN
2820,7897,0,BENIGN
903,2326,0,ANOMALY
365,6901,0,BENIGN
4259,4358,0,BENIGN
3120,2585,0,BENIGN
2559,6645,1,BENIGN
1864,1388,0,BENIGN
116,3791,0,BENIGN
2385,4332,0,BENIGN
4977,1703,0,BENIGN
3936,6834,0,BENIGN
4936,3820,0,BENIGN
2491,9053,0,BENIGN
943,5959,0,BENIGN
1725,2059,0,BENIGN
2335,2301,0,BENIGN
2768,9865,0,ANOMALY
1138,8696,0,BENIGN
2528,5299,0,BENIGN
4118,7071,0,BENIGN
3421,5112,0,BENIGN
4779,8881,0,BENIGN
3907,9401,0,BENIGN
3638,1498,0,BENIGN
2954,9620,0,BENIGN
2368,8245,0,BENIGN
4222,3105,0,BENIGN
277,6327,0,BENIGN
2000,6630,0,BENIGN
1228,4206,0,BENIGN
3753,8137,0,BENIGN
3736,3569,0,BENIGN
696,3628,0,BENIGN
1310,7764,0,BENIGN
4153,2067,0,BENIGN
3235,2506,0,BENIGN
4115,4013,0,BENIGN
2312,7642,0,ANOMALY
2842,5066,0,BENIGN
4209,1947,0,BENIGN
3560,5389,0,BENIGN
3399,9143,0,BENIGN
542,2171,0,ANOMALY
2695,7114,0,BENIGN
4675,1171,0,BENIGN
1089,6682,0,BENIGN
3364,6856,0,BENIGN
25,7209,0,BENIGN
1573,4577,0,BENIGN
2959,9380,1,BENIGN
4237,5076,0,BENIGN
1768,1157,0,ANOMALY
4744,8777,0,BENIGN
2236,3717,0,BENIGN
201,9437,0,BENIGN
3199,3795,0,BENIGN
257,8200,0,BENIGN
3748,8528,0,BENIGN
4643,3377,0,BENIGN
2242,2810,0,BENIGN
3176,6190,0,BENIGN
3607,6432,0,BENIGN
3337,8895,0,BENIGN
4898,3126,0,BENIGN
414,7953,0,BENIGN
2015,4030,0,BENIGN
1382,7323,0,BENIGN
1099,6747,0,BENIGN
3427,6605,0,BENIGN
3656,6891,0,BENIGN
910,4076,0,BENIGN
188,3344,0,BENIGN
4045,1619,0,BENIGN
3757,3407,0,ANOMALY
2016,7260,0,BENIGN
2093,4004,0,BENIGN
3645,4914,0,BENIGN
2131,4596,0,BENIGN
358,5039,0,BENIGN
2423,2304,0,ANOMALY
4258,6630,0,BENIGN
4546,8282,0,BENIGN
1498,4307,0,BENIGN
2159,2361,0,BENIGN
2556,7665,0,BENIGN
2343,5294,0,BENIGN
2952,2787,0,BENIGN
1239,2073,0,BENIGN
974,6902,0,BENIGN
4728,4599,0,BENIGN
3966,4055,0,BENIGN
1051,7476,0,BENIGN
3702,1659,0,BENIGN
2781,7320,0,BENIGN
1589,7513,0,BENIGN
3879,5642,1,BENIGN
2369,7373,0,BENIGN
437,5466,0,BENIGN
2829,6587,0,BENIGN
1557,3471,0,BENIGN
3859,7175,0,BENIGN
1305,9284,0,BENIGN
2385,2281,0,BENIGN
183,4177,0,BENIGN
1590,6667,0,BENIGN
1588,5511,0,BENIGN
660,4881,0,BENIGN
160,3413,0,BENIGN
3954,2544,0,BENIGN
1012,5784,0,BENIGN
53,6761,0,BENIGN
2308,8874,0,BENIGN
1229,7961,0,ANOMALY
1036,6626,0,BENIGN
3703,5514,0,BENIGN
4046,2145,1,BENIGN
4946,6450,1,BENIGN
4450,2566,0,BENIGN
1265,4005,0,BENIGN
1885,5507,0,BENIGN
1810,5248,0,BENIGN
3168,9283,0,BENIGN
3798,4992,0,BENIGN
2342,9522,0,BENIGN
3415,9027,0,BENIGN
818,6760,0,BENIGN
2438,9045,0,BENIGN
889,3977,0,BENIGN
668,6347,0,BENIGN
4729,5289,0,BENIGN
2625,1529,0,BENIGN
4233,3892,0,BENIGN
4524,8443,0,BENIGN
819,5734,0,BENIGN
2189,3525,0,BENIGN
1107,4761,0,BENIGN
2225,7141,1,BENIGN
198,3742,0,BENIGN
2672,5635,0,BENIGN
3493,5425,1,BENIGN
2449,9661,0,BENIGN
471,4830,0,BENIGN
1949,7992,0,BENIGN
3900,1533,0,BENIGN
2011,5562,0,BENIGN
3801,8120,0,BENIGN
4119,7563,0,BENIGN
3797,8289,0,BENIGN
3989,5087,0,BENIGN
235,9953,0,BENIGN
929,3355,0,BENIGN
3608,2955,0,BENIGN
523,3971,0,BENIGN
3524,6539,0,BENIGN
4527,8493,0,BENIGN
4889,2672,0,BENIGN
1630,3836,0,BENIGN
4629,5927,0,BENIGN
1317,5939,0,BENIGN
2858,4644,0,BENIGN
1125,3297,0,BENIGN
2588,5061,0,BENIGN
1024,4166,0,BENIGN
1379,1183,0,BENIGN
3375,3846,0,BENIGN
1520,5722,0,BENIGN
227,1782,0,BENIGN
4969,2507,0,BENIGN
892,6855,0,ANOMALY
4073,8538,0,ANOMALY
2258,1676,0,BENIGN
2789,8250,0,ANOMALY
397,8813,0,BENIGN
2079,5090,0,BENIGN
4745,6723,0,ANOMALY
4425,3686,0,BENIGN
3238,9382,0,BENIGN
3894,9526,0,BENIGN
2006,8689,0,BENIGN
2017,2110,0,BENIGN
3172,1578,0,ANOMALY
2669,1061,0,ANOMALY
1879,1386,0,BENIGN
1197,3200,0,BENIGN
1773,2683,0,ANOMALY
162,7321,0,BENIGN
3977,9056,0,ANOMALY
1752,9678,0,BENIGN
776,8414,0,BENIGN
940,7643,0,BENIGN
3221,9732,0,ANOMALY
540,6631,0,BENIGN
4918,8945,0,BENIGN
1462,8726,0,BENIGN
356,6169,0,BENIGN
3605,7787,0,BENIGN
3324,5467,0,BENIGN
235,6232,0,BENIGN
1549,9130,0,BENIGN
2097,7196,0,BENIGN
4214,4907,0,BENIGN
2102,5288,0,ANOMALY
1674,7734,0,BENIGN
2101,2080,0,BENIGN
3658,7240,0,ANOMALY
4654,1197,0,BENIGN
3597,8814,0,BENIGN
3749,8851,0,BENIGN
3174,2600,0,BENIGN
1816,8462,0,BENIGN
3842,7866,0,BENIGN
2006,4692,0,ANOMALY
4494,9875,0,BENIGN
675,4083,0,BENIGN
387,4989,0,BENIGN
2159,1332,0,BENIGN
2662,7106,0,BENIGN
2065,8333,0,BENIGN
3852,7655,0,BENIGN
3254,6308,0,BENIGN
4980,5200,0,BENIGN
4637,3721,0,BENIGN
4267,9998,0,BENIGN
740,2064,0,BENIGN
1402,7820,0,BENIGN
3260,9512,0,BENIGN
2278,4957,0,BENIGN
3905,3382,1,BENIGN
3924,4231,0,BENIGN
4215,8008,0,BENIGN
3228,2500,0,ANOMALY
2832,2568,0,BENIGN
3759,6892,0,BENIGN
2513,4281,0,BENIGN
2152,5089,0,BENIGN
3676,2865,0,BENIGN
2746,6600,0,BENIGN
3867,7055,0,BENIGN
3765,1004,0,BENIGN
2223,8959,0,BENIGN
2793,2168,1,BENIGN
1698,3398,0,ANOMALY
3463,3630,0,BENIGN
4064,7608,0,BENIGN
1525,1347,0,BENIGN
4761,6861,0,BENIGN
33,4342,0,BENIGN
4026,7500,0,BENIGN
2567,3574,0,BENIGN
2804,4825,0,BENIGN
3897,5593,0,BENIGN
3710,6272,0,BENIGN
720,9244,0,BENIGN
4580,1148,0,BENIGN
973,9694,0,BENIGN
3719,1869,0,BENIGN
4403,4521,0,BENIGN
4553,4871,0,BENIGN
2208,2300,0,BENIGN
4427,8595,0,ANOMALY
4321,5833,0,BENIGN
3031,7670,0,BENIGN
3576,3451,0,BENIGN
3117,5385,0,BENIGN
3286,9530,0,BENIGN
644,3824,0,BENIGN
4712,7854,1,ANOMALY
195,6964,0,ANOMALY
3997,1986,0,BENIGN
489,9171,0,BENIGN
2205,4490,0,BENIGN
2658,9076,1,ANOMALY
3277,4767,0,BENIGN
1103,3006,0,BENIGN
1242,8925,0,BENIGN
516,4107,0,BENIGN
393,5468,0,BENIGN
631,4330,0,BENIGN
3717,9722,0,BENIGN
1848,1923,0,BENIGN
2656,7247,0,BENIGN
980,9432,0,BENIGN
4530,2896,0,BENIGN
3403,8883,0,BENIGN
3872,4324,0,BENIGN
278,1813,0,BENIGN
233,5750,0,BENIGN
1553,8618,0,BENIGN
3271,1782,1,BENIGN
2410,5055,0,BENIGN
3513,8789,0,BENIGN
26,9199,0,BENIGN
461,4139,0,BENIGN
3765,6007,0,ANOMALY
3432,5051,1,BENIGN
3484,8575,0,BENIGN
1995,9709,0,BENIGN
491,4190,0,BENIGN
1073,6637,0,BENIGN
3174,1578,0,BENIGN
216,9138,0,BENIGN
1724,5482,0,BENIGN
1593,2865,1,BENIGN
2607,6489,1,BENIGN
159,2376,0,BENIGN
4782,6408,0,BENIGN
3314,9163,0,BENIGN
2842,6058,0,BENIGN
1777,7283,0,BENIGN
2053,2976,0,BENIGN
2296,7443,0,BENIGN
1697,5759,0,BENIGN
2994,8595,0,BENIGN
2470,5920,0,BENIGN
1947,2887,0,BENIGN
3810,1991,0,BENIGN
2784,6228,0,BENIGN
3645,9046,0,BENIGN
2501,7450,1,BENIGN
3646,4604,0,BENIGN
2646,2083,0,BENIGN
2350,9626,0,BENIGN
1933,1020,0,ANOMALY
3295,2099,0,BENIGN
1758,7841,0,BENIGN
1117,3637,0,BENIGN
2568,9581,0,BENIGN
3500,8744,0,BENIGN
493,4413,0,BENIGN
3307,8457,0,BENIGN
620,2354,0,BENIGN
3233,7402,0,ANOMALY
3824,5521,0,BENIGN
2381,6125,0,BENIGN
1547,1005,0,BENIGN
4959,9382,0,BENIGN
3564,9339,0,BENIGN
1606,5353,0,BENIGN
3753,4550,0,BENIGN
4676,9031,0,BENIGN
1891,5105,0,BENIGN
1276,6083,0,BENIGN
2744,9816,0,BENIGN
2494,3175,0,ANOMALY
357,9737,0,BENIGN
870,6224,0,BENIGN
886,2195,0,BENIGN
2002,3069,0,BENIGN
1284,4358,0,BENIGN
620,3438,0,BENIGN
883,9808,0,BENIGN
797,5244,0,BENIGN
3643,4343,0,ANOMALY
3426,2811,0,BENIGN
1297,1171,0,BENIGN
4715,5142,0,BENIGN
245,1625,0,BENIGN
2896,6906,0,BENIGN
930,8983,0,ANOMALY
520,5063,0,BENIGN
3213,9644,0,ANOMALY
2410,9142,0,BENIGN
8,1753,0,BENIGN
2526,7851,0,BENIGN
3424,6104,0,BENIGN
2020,8343,0,BENIGN
4591,7926,0,BENIGN
4283,7827,0,BENIGN
3668,9359,0,BENIGN
3672,4685,0,BENIGN
2802,9277,0,BENIGN
86,2982,0,ANOMALY
3116,5944,0,BENIGN
4233,8892,0,ANOMALY
2469,9191,1,BENIGN
3620,9633,1,BENIGN
1637,9462,0,ANOMALY
3584,1343,0,BENIGN
4010,4081,1,BENIGN
3327,7637,0,BENIGN
2219,3291,0,BENIGN
2218,2532,0,BENIGN
4968,5362,0,BENIGN
2370,2653,0,BENIGN
3639,5988,0,BENIGN
2504,7344,0,ANOMALY
944,9430,0,BENIGN
2838,2438,0,ANOMALY
2661,4016,0,BENIGN
2937,9166,0,BENIGN
4445,7389,0,BENIGN
3948,6977,0,BENIGN
1677,4079,0,ANOMALY
1197,7295,1,BENIGN
4106,3258,0,BENIGN
2788,9558,0,BENIGN
1462,3991,0,BENIGN
3319,4741,0,BENIGN
667,1085,0,BENIGN
2177,3493,0,ANOMALY
3744,7447,0,BENIGN
601,9323,0,BENIGN
2653,8588,0,BENIGN
4423,1903,0,ANOMALY
3825,6083,0,BENIGN
3907,7190,0,BENIGN
980,3804,0,BENIGN
2452,2226,0,BENIGN
629,2284,0,BENIGN
1630,1689,0,BENIGN
3697,6143,0,BENIGN
3431,5782,0,BENIGN
3675,5881,1,BENIGN
3930,5507,0,BENIGN
2766,2996,0,BENIGN
4370,5381,0,BENIGN
4781,8680,0,BENIGN
116,1429,0,ANOMALY
4957,6700,0,BENIGN
2004,4781,0,BENIGN
693,9794,0,BENIGN
3163,9631,0,BENIGN
1106,6468,0,BENIGN
3009,5507,0,BENIGN
2162,1527,0,BENIGN
154,3996,0,BENIGN
3700,4467,0,BENIGN
4411,2361,0,BENIGN
3787,7817,0,BENIGN
1065,1703,0,BENIGN
4201,1662,0,BENIGN
1914,9556,0,BENIGN
1217,7256,0,BENIGN
2402,9367,0,ANOMALY
1773,6297,0,BENIGN
1961,9573,0,BENIGN
2781,6378,0,BENIGN
4805,1305,0,BENIGN
4747,6497,0,BENIGN
2872,5697,0,BENIGN
661,3390,1,BENIGN
2636,8222,0,ANOMALY
2330,8933,0,ANOMALY
3955,2465,0,BENIGN
2451,8852,0,BENIGN
1133,1402,0,BENIGN
700,7940,0,BENIGN
2039,3670,0,BENIGN
4648,9095,0,BENIGN
4501,9368,0,BENIGN
4558,5544,0,BENIGN
2180,9934,0,BENIGN
2839,6660,0,ANOMALY
874,7074,0,BENIGN
84,3348,0,BENIGN
1423,7850,0,ANOMALY
2676,5402,0,BENIGN
3181,1750,0,BENIGN
4317,5062,0,BENIGN
3976,8434,0,BENIGN
1392,9405,0,BENIGN
3219,2617,0,BENIGN
4208,3530,0,BENIGN
615,4333,0,BENIGN
2972,8234,0,BENIGN
3566,6768,0,BENIGN
3577,8707,0,BENIGN
4571,1511,0,BENIGN
271,6082,0,BENIGN
4067,7860,1,BENIGN
2469,1252,0,BENIGN
1391,5133,0,BENIGN
3355,9820,0,BENIGN
4136,4476,0,BENIGN
3608,2725,1,ANOMALY
2584,3093,0,BENIGN
4074,2701,0,BENIGN
3076,9496,0,BENIGN
3907,6834,0,BENIGN
290,5340,0,BENIGN
2481,3807,0,BENIGN
